epoch_id,channel,satellite_id,sx_rx_m,sy_rx_m,sz_rx_m,code_m,add_correction_m,sigma_m,ready
7,3,G04,-6439482.161923951,-15094090.390837623,20871803.81341665,24598806.856928352,19457.323333032757,16.69572495671509,1
7,15,G16,2931110.772950723,-21568397.79439275,14519491.309369389,23561462.213840686,100072.12420183669,11.056808771075698,1
7,17,G18,25403687.114706434,6352152.809544006,5379845.766614943,21981461.31424253,-76836.14193962385,4.385686915486204,1
7,24,G25,16786825.33578237,18377456.340079416,9370173.365285693,22562205.567985218,116487.56268666824,5.798857694703594,1
7,25,G26,10264455.882445615,-12793519.63853817,20573867.977248237,21309567.54513541,-117770.05519238002,4.044968150818579,1
7,27,G28,24077407.950585432,-5446492.142460893,9835047.409080008,21106007.3690222,-124095.49356826092,3.6103897938921823,1
7,28,G29,13476503.993733961,7459535.503795587,21620963.28280315,20740829.631992195,-72873.68591378065,3.368738230932812,1
7,30,G31,17285638.72274255,-10337572.368877769,17151938.193674695,20682884.05198979,-36122.05717890513,3.4274547214622197,1
8,3,G04,-6437823.304291312,-15096151.723710211,20870805.351582512,24598818.729218893,19457.32474798231,16.693907440103217,1
8,15,G16,2932018.9745322256,-21566673.813731402,14521847.479910068,23560979.58995782,100072.12844006685,11.052557366925088,1
8,17,G18,25402999.352072112,6352301.158720029,5382925.758521837,21981108.808117643,-76836.13794123032,4.385078298327022,1
8,24,G25,16787130.3146138,18378677.294326477,9367359.860354738,22562918.198022842,116487.56055711764,5.799906350183774,1
8,25,G26,10265939.651162473,-12791272.592784602,20574557.860455453,21309299.407044046,-117770.05591145671,4.0445054707298915,1
8,27,G28,24078638.911655817,-5446174.026600159,9832211.593562325,21106515.73881672,-124095.49074228134,3.6106988031175185,1
8,28,G29,13474792.43189695,7461689.76564914,21621269.52390439,20741267.026027493,-72873.68416850646,3.3689668833345423,1
8,30,G31,17287835.56043244,-10337161.085703315,17150034.123889003,20683036.748933505,-36122.05669557363,3.4274284252924607,1
9,3,G04,-6436164.644048621,-15098213.057825217,20869806.445025224,24598830.705931533,19457.326316057988,16.69209439761113,1
9,15,G16,2932927.3776909043,-21564949.60074061,14524203.326690808,23560497.120195273,100072.13277931511,11.048309489820921,1
9,17,G18,25402311.21609502,6352449.509463872,5386005.638088091,21980756.29417506,-76836.13390171065,4.384469805453493,1
9,24,G25,16787435.20504671,18379897.912401974,9364546.156899188,22563630.92019762,116487.55848184213,5.800955453408745,1
9,25,G26,10267423.577589924,-12789025.55161537,20575247.29345699,21309031.394035842,-117770.05659263655,4.044042994982778,1
9,27,G28,24079869.535623338,-5445856.003499024,9829375.56912832,21107024.090183806,-124095.48788241121,3.611007860153604,1
9,28,G29,13473080.968870934,7463844.157848647,21621575.304351088,20741704.566923827,-72873.68239179126,3.369195678527005,1
9,30,G31,17290032.17786364,-10336749.955341125,17148129.68484069,20683189.572077196,-36122.05617996087,3.4274022110136295,1
10,3,G04,-6434506.181617197,-15100274.392629068,20868807.094003282,24598842.72117426,19457.327535630662,16.69028181207877,1
10,15,G16,2933835.982878068,-21563225.154656265,14526558.850782102,23560014.53316727,100072.13688577789,11.0440646011665,1
10,17,G18,25401622.706786804,6352597.861825235,5389085.40524947,21980403.985726237,-76836.12995395773,4.383861623404816,1
10,24,G25,16787740.00702956,18381118.1943009,9361732.25497965,22564343.536833484,116487.55628544714,5.802004881663221,1
10,25,G26,10268907.6617029,-12786778.515091937,20575936.2762391,21308763.469814345,-117770.05735818861,4.043580645439493,1
10,27,G28,24081099.822454307,-5445538.073115909,9826539.335838271,21107532.6342013,-124095.4850981041,3.6113171162136144,1
10,28,G29,13471369.604702003,7465998.680344628,21621880.62413599,20742142.163102448,-72873.68068544766,3.3694245073663085,1
10,30,G31,17292228.574979153,-10336338.977768037,17146224.87657245,20683342.55325006,-36122.05573582166,3.427376116309375,1
11,3,G04,-6432847.917023065,-15102335.72805959,20867807.298537176,24598854.796166528,19457.329155268137,16.688471097280328,1
11,15,G16,2934744.7898966596,-21561500.47594729,14528914.051569391,23559532.095792327,100072.14125557171,11.039822778570356,1
11,17,G18,25400933.824158028,6352746.215858274,5392165.05994169,21980051.791192435,-76836.1259010817,4.383253792872458,1
11,24,G25,16788044.720509745,18382338.140019253,9358918.154656809,22565056.31094011,116487.55422818991,5.803054958283382,1
11,25,G26,10270391.903124025,-12784531.483810162,20576624.808623943,21308495.55508577,-117770.05802646148,4.043118421910666,1
11,27,G28,24082329.772116244,-5445220.235404167,9823702.893752463,21108041.310002834,-124095.48222709248,3.611626532904267,1
11,28,G29,13469658.339435535,7468153.333088961,21622185.483251885,20742579.827965125,-72873.67889820797,3.3696534403941723,1
11,30,G31,17294424.7517239,-10335928.152957732,17144319.69912696,20683495.57574504,-36122.05520915369,3.427350109105565,1
12,3,G04,-6431189.850293164,-15104397.06405415,20866807.058647443,24598867.114065826,19457.330798184143,16.68666316917285,1
12,15,G16,2935653.798764132,-21559775.56467186,14531268.928999849,23559049.641106773,100072.14563929134,11.035584589739482,1
12,17,G18,25400244.568219922,6352894.571614589,5395244.602100519,21979699.6178781,-76836.12184170903,4.382646200755715,1
12,24,G25,16788349.345435154,18383557.74955259,9356103.855991255,22565769.0660609,116487.55217975673,5.8041053678525865,1
12,25,G26,10271876.302535664,-12782284.45676023,20577312.890926097,21308227.705132402,-117770.0586886373,4.042656394387274,1
12,27,G28,24083559.38457577,-5444902.490320872,9820866.242931161,21108550.08687603,-124095.47935070988,3.6119361073185936,1
12,28,G29,13467947.173117701,7470308.116032031,21622489.881691545,20743017.50287913,-72873.67710591562,3.3698824393471623,1
12,30,G31,17296620.70751755,-10335517.480984692,17142414.15300126,20683648.740075387,-36122.05467720931,3.4273242291179753,1
13,3,G04,-6429531.981453856,-15106458.400550388,20865806.37435461,24598879.28622091,19457.332233797486,16.684857437504007,1
13,15,G16,2936563.009282222,-21558050.421299297,14533623.482459314,23558567.24505395,100072.14988468507,11.031349436174123,1
13,17,G18,25399554.938983645,6353042.92914596,5398324.031661724,21979347.502079684,-76836.11783649029,4.3820388125809675,1
13,24,G25,16788653.881754234,18384777.022895973,9353289.359043673,22566481.823973723,116487.55005968278,5.805156174060964,1
13,25,G26,10273360.859559132,-12780037.434539087,20578000.52296763,21307959.95010822,-117770.05940064191,4.042194515296398,1
13,27,G28,24084788.659799777,-5444584.837822167,9818029.383434642,21109058.959236823,-124095.4765189209,3.612245789724038,1
13,28,G29,13466236.105794666,7472463.029124195,21622793.81944776,20743455.30008426,-72873.67535528111,3.37011153404202,1
13,30,G31,17298816.443350825,-10335106.96162893,17140508.23732943,20683802.017203942,-36122.054187407244,3.427298437739985,1
14,3,G04,-6427874.310926077,-15108519.736994756,20864805.24591793,24598891.88779095,19457.333666427276,16.68305231475875,1
14,15,G16,2937472.421903425,-21556325.045064975,14535977.713017704,23558084.97185066,100072.15412625547,11.027117055935832,1
14,17,G18,25398864.93646038,6353191.288504261,5401403.348561043,21978995.524207786,-76836.11383230092,4.381431778662668,1
14,24,G25,16788958.32941489,18385995.96004497,9350474.6638747,22567194.69580157,116487.54793838627,5.8062075173816465,1
14,25,G26,10274845.574170295,-12777790.417207364,20578687.704734843,21307692.09289556,-117770.06011324517,4.04173273654754,1
14,27,G28,24086017.597755216,-5444267.277863945,9815192.31532323,21109568.041000225,-124095.47368789547,3.61255565415815,1
14,28,G29,13464525.137512084,7474618.072316738,21623097.296513338,20743893.206178747,-72873.6736052955,3.3703407009324833,1
14,30,G31,17301011.95864425,-10334696.59496341,17138601.952608462,20683955.50373511,-36122.053698071366,3.4272727393532527,1
15,3,G04,-6426216.837946229,-15110581.074307553,20863803.672880594,24598904.688153867,19457.335013490167,16.681249597418557,1
15,15,G16,2938382.0364289563,-21554599.436438266,14538331.620060803,23557602.632755347,100072.15831006413,11.02288787098286,1
15,17,G18,25398174.560661104,6353339.649742193,5404482.552734246,21978643.655783657,-76836.10985026241,4.3808249657248135,1
15,24,G25,16789262.688364897,18387214.560995266,9347659.770544982,22567907.699971866,116487.54578779942,5.807259265423787,1
15,25,G26,10276330.44599014,-12775543.405362079,20579374.436050348,21307424.34624748,-117770.060846155,4.041271118346296,1
15,27,G28,24087246.19811623,-5443949.810477493,9812355.039333664,21110077.21601759,-124095.470875112,3.6128656406271777,1
15,28,G29,13462814.268723791,7476773.2450465085,21623400.312808897,20744331.22395463,-72873.67187235804,3.37056995892497,1
15,30,G31,17303207.253341507,-10334286.380963882,17136695.298881065,20684109.23987419,-36122.05322585817,3.4272471386418473,1
16,3,G04,-6424559.562935854,-15112642.41193498,20862801.65550179,24598917.384094685,19457.336335688335,16.679449644544754,1
16,15,G16,2939291.8528773477,-21552873.59547721,14540685.203535797,23557120.082023792,100072.16247653113,11.018661804241235,1
16,17,G18,25397483.81176161,6353488.012876716,5407561.643382987,21978291.76278962,-76836.10587432627,4.380218352964573,1
16,24,G25,16789566.958552208,18388432.825742424,9344844.679115182,22568620.653885532,116487.54362908386,5.808311471551991,1
16,25,G26,10277815.475702176,-12773296.397992676,20580060.717227913,21307156.64594718,-117770.06158458674,4.040809657177213,1
16,27,G28,24088474.46143569,-5443632.435466941,9809517.554173337,21110586.32905178,-124095.46806732834,3.613175721293725,1
16,28,G29,13461103.498659886,7478928.548291958,21623702.868471753,20744769.24396414,-72873.67014417503,3.3707993307767343,1
16,30,G31,17305402.327386584,-10333876.31960556,17134788.276189953,20684262.957027435,-36122.05275821851,3.427221620945812,1
17,3,G04,-6422902.485921205,-15114703.749814676,20861799.19380207,24598930.517826565,19457.33825651499,16.677654560326932,1
17,15,G16,2940201.871050076,-21551147.522651408,14543038.462828873,23556637.943954986,100072.16703757634,11.01444000993286,1
17,17,G18,25396792.689443253,6353636.378032506,5410640.621911252,21977939.954115033,-76836.10174031543,4.3796119655654175,1
17,24,G25,16789871.139923625,18389650.75428307,9342029.389645973,22569333.856848713,116487.54168008185,5.809364101917601,1
17,25,G26,10279300.662928363,-12771049.395695431,20580746.548090085,21306889.137738876,-117770.0621771775,4.0403484523866195,1
17,27,G28,24089702.387387976,-5443315.152862375,9806679.86057901,21111095.611841686,-124095.4651291266,3.613485943872819,1
17,28,G29,13459392.827773461,7481083.981491316,21624004.963422425,20745207.386264775,-72873.66829433743,3.3710287992191335,1
17,30,G31,17307597.18072399,-10333466.410862863,17132880.88457787,20684416.948916912,-36122.052166724076,3.4271962400956903,1
18,3,G04,-6421245.606928109,-15116765.087884445,20860796.287802022,24598943.691205338,19457.340213443476,16.67586045842999,1
18,15,G16,2941112.0913997656,-21549421.217195828,14545391.39900936,23556155.822079986,100072.17162075796,11.010220856026312,1
18,17,G18,25396101.19388235,6353784.74522413,5413719.4875206975,21977588.39393155,-76836.097596958,4.379005902567855,1
18,24,G25,16790175.232428372,18390868.34661162,9339213.902197974,22570047.113977365,116487.53974362156,5.810417328067189,1
18,25,G26,10280786.00764371,-12768802.398531595,20581431.928623203,21306621.674203128,-117770.06276081437,4.039887341809437,1
18,27,G28,24090929.975939695,-5442997.9626213005,9803841.958610935,21111604.992911223,-124095.46218306318,3.6137963128122905,1
18,28,G29,13457682.25611092,7483239.544594414,21624306.59765376,20745645.65923264,-72873.66643718099,3.371258367028282,1
18,30,G31,17309791.813296992,-10333056.654712163,17130973.124087576,20684571.045786895,-36122.05156755369,3.427170933447232,1
19,3,G04,-6419588.92598342,-15118826.426081661,20859792.937522218,24598956.764070857,19457.34170079754,16.674068053280074,1
19,15,G16,2942022.5137270507,-21547694.679580145,14547744.011463372,23555673.69908817,100072.1758924723,11.006004568806201,1
19,17,G18,25395409.32509023,6353933.114503114,5416798.240147069,21977236.938170165,-76836.09357670498,4.378400021299178,1
19,24,G25,16790479.236014716,18392085.602723364,9336398.21683191,22570760.222011358,116487.53764398817,5.811470873587428,1
19,25,G26,10282271.50946842,-12766555.407098632,20582116.858650338,21306354.32123196,-117770.06345790815,4.039426370045678,1
19,27,G28,24092157.227057584,-5442680.864700789,9801003.84832946,21112114.480078083,-124095.45933855606,3.61410678824493,1
19,28,G29,13455971.783718552,7485395.237551235,21624607.77115861,20746084.080178354,-72873.6646748054,3.3714880180668616,1
19,30,G31,17311986.224525657,-10332647.05122771,17129064.995216757,20684725.239261284,-36122.0510645329,3.427145715732401,1
20,3,G04,-6417932.443507643,-15120887.763852779,20858789.143222626,24598969.903945215,19457.34308296788,16.672275933058934,1
20,15,G16,2942933.1380508253,-21545967.909862366,14550096.300138146,23555191.35775923,100072.1800928113,11.00179095208327,1
20,17,G18,25394717.083078057,6354081.485921683,5419876.879726158,21976885.499160998,-76836.08958438996,4.3777944933928685,1
20,24,G25,16790783.150630407,18393302.522614114,9333582.333608406,22571473.31720199,116487.53550744176,5.812524933556111,1
20,25,G26,10283757.169086818,-12764308.420385573,20582801.33848446,21306086.86216347,-117770.06418041719,4.038965490777068,1
20,27,G28,24093384.140708767,-5442363.859056221,9798165.529794894,21112624.085068814,-124095.45651702915,3.6144174497166794,1
20,28,G29,13454261.410641782,7487551.0603133235,21624908.48392984,20746522.464827612,-72873.66293379101,3.371717734626084,1
20,30,G31,17314180.415400654,-10332237.600188851,17127156.497098323,20684879.442787,-36122.05058304116,3.4271205912063594,1
21,3,G04,-6416276.158737704,-15122949.102118082,20857784.904445216,24598983.239820417,19457.344818722708,16.670488132803936,1
21,15,G16,2943843.9641719153,-21544240.90851241,14552448.264420189,23554709.175017867,100072.1845253893,10.9975815072584,1
21,17,G18,25394024.46785648,6354229.859534101,5422955.406193724,21976534.07578722,-76836.08549847387,4.377189180103465,1
21,24,G25,16791086.976222105,18394519.10628066,9330766.252588151,22572186.393965196,116487.53349534476,5.813579328276531,1
21,25,G26,10285242.986120304,-12762061.438988911,20583485.367948562,21305819.49020647,-117770.06481655904,4.038504861973483,1
21,27,G28,24094610.716860656,-5442046.94564172,9795327.00306755,21113133.693968393,-124095.4536182265,3.614728263598791,1
21,28,G29,13452551.136926034,7489707.012832193,21625208.7359603,20746960.81876449,-72873.66112066702,3.3719475275585116,1
21,30,G31,17316374.385343086,-10331828.301667998,17125247.630229928,20685033.795965783,-36122.05002812325,3.427095610385798,1
22,3,G04,-6414620.072094645,-15125010.440323753,20856780.221449863,24598996.671741616,19457.346206331225,16.668701402515648,1
22,15,G16,2944754.9925429723,-21542513.674764857,14554799.905378247,23554226.89511369,100072.18872674057,10.993374735258492,1
22,17,G18,25393331.47943728,6354378.235390264,5426033.819485536,21976182.732824046,-76836.08150398122,4.376584110487338,1
22,24,G25,16791390.712811608,18395735.35400726,9327949.973160362,22572899.5109337,116487.53136195238,5.81463414052131,1
22,25,G26,10286728.960543519,-12759814.462970184,20584168.947029043,21305552.224905197,-117770.06553683543,4.038044344880762,1
22,27,G28,24095836.95547985,-5441730.124415143,9792488.268207746,21113643.531256422,-124095.45079486517,3.615039205046878,1
22,28,G29,13450840.962617772,7491863.095057459,21625508.527242895,20747399.33184735,-72873.6593779328,3.3721774042630885,1
22,30,G31,17318568.134296127,-10331419.155641751,17123338.394654337,20685188.25691711,-36122.04954452969,3.4270707121498387,1
23,3,G04,-6412964.183604423,-15127071.778407566,20855775.094257176,24599010.180722978,19457.34765553165,16.666916447397494,1
23,15,G16,2945666.22296543,-21540786.209089506,14557151.222398775,23553744.701762598,100072.1929671379,10.989171150485124,1
23,17,G18,25392638.11783144,6354526.61354327,5429112.119537398,21975831.44290953,-76836.07749323368,4.375979340230439,1
23,24,G25,16791694.360201437,18396951.26521016,9325133.496728607,22573612.792073853,116487.52925030184,5.815689408325804,1
23,25,G26,10288215.091977838,-12757567.492925715,20584852.07554943,21305284.998134002,-117770.066241884,4.037583976539302,1
23,27,G28,24097062.856241357,-5441413.395406818,9789649.32595271,21114153.560078043,-124095.44795803186,3.615350316416005,1
23,28,G29,13449130.888170106,7494019.306426506,21625807.857699186,20747837.909147017,-72873.65762258219,3.372407353264776,1
23,30,G31,17320761.662204135,-10331010.162084732,17121428.790414333,20685342.902142737,-36122.04904794041,3.4270459232381394,1
24,3,G04,-6411308.4932932425,-15129133.116307087,20854769.522887796,24599023.901898988,19457.34972140885,16.665135196638378,1
24,15,G16,2946577.6554579865,-21539058.511544414,14559502.215429027,23553262.688776955,100072.19761305607,10.984971265805862,1
24,17,G18,25391944.383049745,6354674.99404693,5432190.306285056,21975480.263001192,-76836.07332004751,4.375374856873569,1
24,24,G25,16791997.91841117,18398166.84017579,9322316.822682139,22574326.2251007,116487.52735460177,5.816745252050525,1
24,25,G26,10289701.38110795,-12755320.527844442,20585534.75382189,21305017.85791589,-117770.06679689472,4.037123804746693,1
24,27,G28,24098288.41969723,-5441096.758419704,9786810.175009068,21114663.62575452,-124095.44498689614,3.6156615730578037,1
24,28,G29,13447420.912812937,7496175.647919116,21626106.727464817,20748276.52497676,-72873.65574198369,3.3726374129724475,1
24,30,G31,17322954.96901173,-10330601.320971128,17119518.817552704,20685497.65123206,-36122.04842386398,3.4270212441032792,1
25,3,G04,-6409653.001582185,-15131194.453468356,20853763.50760228,24599037.796739563,19457.35140817812,16.66335486274526,1
25,15,G16,2947489.289821106,-21537330.582599737,14561852.883855863,23552780.51217807,100072.20200750412,10.98077385766616,1
25,17,G18,25391250.275104135,6354823.376950727,5435268.379664315,21975129.108779572,-76836.06924643784,4.37477061127435,1
25,24,G25,16792301.387390263,18399382.07889841,9319499.951081654,22575039.491163865,116487.52532666938,5.817801553628518,1
25,25,G26,10291187.827553576,-12753073.568324056,20586216.981669884,21304750.597081874,-117770.06744355148,4.036663728452248,1
25,27,G28,24099513.64552162,-5440780.213487932,9783970.81611395,21115173.702040732,-124095.44209794427,3.6159729411741712,1
25,28,G29,13445711.037000714,7498332.118970282,21626405.136461265,20748715.20390649,-72873.65393809727,3.3728675691072283,1
25,30,G31,17325148.054138783,-10330192.63237578,17117608.476567734,20685652.422099255,-36122.04787749701,3.4269966337495905,1
26,3,G04,-6407997.707708151,-15133255.790811842,20852757.04794155,24599051.39506604,19457.352701468644,16.661576072215844,1
